unix_ts_recv,seq,rtt_ms,t_send_unix,warmup,test_id,condition,camera_mode,lidar_mode,video_enabled,lidar_enabled
1779496789.383797,5626,10.3273,1779496789.3734696,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496789.4955556,5627,21.265,1779496789.4742906,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496789.583681,5628,6.2909,1779496789.5773902,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496789.6978061,5629,19.5317,1779496789.6782744,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496789.7904315,5630,11.5504,1779496789.778881,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496789.8863547,5631,7.2763,1779496789.8790784,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.0022817,5632,22.6052,1779496789.9796765,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.0882342,5633,7.894,1779496790.0803401,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.1980188,5634,16.2995,1779496790.1817193,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.2946455,5635,12.2724,1779496790.2823732,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.401245,5636,18.4469,1779496790.3827982,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.4978018,5637,14.6849,1779496790.4831169,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.592124,5638,7.8795,1779496790.5842445,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.6931791,5639,8.79,1779496790.684389,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.8458798,5640,60.9026,1779496790.7849772,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496790.9337037,5641,48.5747,1779496790.885129,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.0242796,5642,38.8391,1779496790.9854405,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.098001,5643,11.9607,1779496791.0860403,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.1934783,5644,7.3292,1779496791.1861491,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.3018599,5645,15.4572,1779496791.2864027,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.395725,5646,8.4195,1779496791.3873055,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.509351,5647,21.4415,1779496791.4879096,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.5995114,5648,10.5305,1779496791.588981,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.70623,5649,16.8023,1779496791.6894276,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.8005152,5650,10.3099,1779496791.7902052,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496791.907313,5651,16.2435,1779496791.8910697,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496792.0003288,5652,8.9765,1779496791.9913523,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496792.11715,5653,25.3308,1779496792.0918193,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496792.2167652,5654,24.3478,1779496792.1924174,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496792.3096745,5655,16.7305,1779496792.292944,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496792.4036014,5656,10.1969,1779496792.3934045,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496792.5007057,5657,6.9821,1779496792.4937236,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496792.6091356,5658,15.1436,1779496792.593992,False,C6_full_detail,C6_full_detail,normal,detail,True,True
